name,text
El Guero Canelo,"This place is amazing.  I have lived in AZ my whole life and just discovered the Sonoran Hot Dog.  I don't even like hot dogs normally but this one is so stinking good!!!  I will come back when I'm down in Tucson again.  We also had their street tacos that were really good as well.

Food came out really promptly and the place was packed for lunch.

Friendly staff as well, extra bonus.  Can't wait to come back."
Taqueria El Pueblito,"Wanted a breakfast burrito around noon. They serve breakfast all day. I decided to try it. I have never been here before so I blindly trusted Yelp. 

I got a Zacatecas burrito with egg. It was gigantic. It was the only thing I needed to eat all day. It was affordable and it was delicious!

The restaurant was clean, moderately busy, and the staff were very polite. 

I will absolutely eat here again! Next time I will try the chilaquiles."
Taqueria El Pueblito,"I love the spice baby.  Muy bueno!  
I'll drive here from now on for a breakfast burrito.  No where have i found a breakfast burro so good they are deelish...
Barbacoa burro...mmmmmmmmmmmm
Thanks so much for making good food!"
El Guero Canelo,Stopped in on recommendation from a friend who used to live in the area. Didn't realize this place was famous before going. I got the large carne asada burrito and a medium horchata. The horchata came with one free refill. The burrito was almost purely filled with meat. The meat was extremely flavorful. The burrito was huge. I actually couldn't finish it. I was full for the rest of the day. You get a tremendous meal for a very reasonable price. My co-workers had the Sonoran Hotdog. They said it was good as well. Recommend following the locals advice and stop in here when you are in town.
Nico's Mexican Food,"Yum!! Whenever I eat here I'm not disappointed. I've had an array of their food, but I'm mostly about the nachos. The salsa is very good too :)"
El Guero Canelo,"Another Tucson favorite for me. Do not think twice about trying this place out. One of the most authentic tastes of Tucson.

I'm going to start with my favorite. The carne asada burrito, just plain perfect. I get carne, cheese, cabbage, and I love it. I've had it too many times to remember. Wednesday nights you get a medium burrito, with a coke for $5. Definitely an awesome deal. I'd always see friends there as well on Wednesday nights. Plenty of space to have a little hang out/meet-up. The carne asada burrito is a little bit on the greasy side, you won't notice until you are at the last few bites of the burrito and the grease is dripping down your hands. Its not a big issue though when you just finished a heaping pound of cow.

The perfect complement to all the food is the awesome buffet style salsa bar. I mean, you could sort of have a buffet with this bar. They have grilled jalapenos (two kinds) and grilled green onions available. This is seriously amazing, and a perfect complement for your burrito. I always get some pico in a plate along with some lime and the green (gauc) sauce for my burrito and put a bit of each on every single bite with a fork. 

Chicken caramelo's are awesome too. I usually share half a medium carne asada burrito and half a chicken caramelo with my GF. Soda selection is limited, but its awesome, feels interesting drinking from a glass bottle. Very unique experience.

I've met the owner once or twice, and I feel that he genuinely cares about his customers. This place was featured on Man vs. Food (for the sonoran dogs), and maybe rightly so. Although, to be honest, I've never tried the sonoran dogs (kosher thing). The largely, latino staff is very friendly, don't be shy.

When I think of Tucson, this is one of the few places that I think of. Always a good experience. The pricing and quality of the food makes this place amazing."
El Gorrion,"This is the most legit Sonora Mexican place I've found.  There are more expensive places further south into the heart of South Tucson, but only El Gorrion is allowed to roll their roach coach into the gigantic Raytheon plant (where I first had their burritos, 10 years ago).  After moving back to Tucson from Canada, I was pleasantly surprised to still find them on 12th & Ajo (easy to get to via the I-19 interchange).  The food is consistent, staff is friendly, and I crave it weekly."
El Guero Canelo,"I go visit family once a year in Tucson, and that Guero Canelo can sure make good food.  Arriba Mexico!! Arriba Tucson.  Guero Canelo is the best when it comes to Mexican food in Tucson.  The place is so neat, there's like a huge outdoor eating area, and you are sitting next to all kinds of people, everyone having a great time.  Reminds me of a Mexican house party, everyone just enjoying good food and great ambiance.  If I remember correctly they have banda playing in the background.  I loved it!! Tucson needed somewhere as good as Guero Canelo."
La Olla Mexican Cafe,"Monday through Saturday there is a great menu for 5.75 for lunch! Lots of good food for that great price! Everything else is also reasonably priced. It is on my side of town and a quiet, casual gem that not enough people know about. I think that is a good thing! I don't think I even need to give recs...all their plates I have tried are fantastic. I don't think you can go wrong! My fave part about this place?!? The drinks aren't weak! Love it! Not the spiciest Mexican food around, but great taste and great service! Give this place a try when you are up on this side of town for sure!"
Carniceria los Vaqueros,"I ordered 5 dozen tamales for a Christmas party. Amazing!! Lots of meat, great flavor and decent price! $16 a dozen, bought red chili beef and green corn. Will buy again for sure"
Taqueria El Pueblito,"This is the best food I have ever ate. By far the best Mexican food I have tried in any state... even Mexico can't touch this one!! The best flavor of any Mexican restaurant ever. The barbacoa tacos are amazing as well as the carnitas torta, breakfast burritos are awesome and you definitely get what you pay for great portion sizes great service perfect environment but most of all the flavors here are priceless!! Thanks Guys!!"
